"Date","Open","High","Low","Close"
"17 Jan 2013","6001.25","6053.2","5988.1","6039.20"
"18 Jan 2013","6059.85","6083.4","6048.3","6064.40"
"21 Jan 2013","6085.75","6094.35","6065.1","6082.30"
"22 Jan 2013","6080.15","6101.3","6040.5","6048.50"
"23 Jan 2013","6052.85","6069.8","6021.15","6054.30"
"24 Jan 2013","6046.2","6065.3","6007.85","6019.30"
"25 Jan 2013","6024.5","6080.55","6014.45","6074.60"
"28 Jan 2013","6082.1","6088.4","6061.4","6074.80"
"29 Jan 2013","6064.7","6111.8","6042.45","6049.90"
"30 Jan 2013","6065","6071.95","6044.15","6055.70"
"31 Jan 2013","6045.65","6058.05","6025.15","6034.70"
"01 Feb 2013","6040.95","6052.95","5983.2","5998.90"
"04 Feb 2013","6025.2","6038.5","5981.25","5987.20"
"05 Feb 2013","5948.2","5970.35","5946.9","5956.90"
"06 Feb 2013","5988.05","5990.9","5953.15","5959.20"
"07 Feb 2013","5936.45","5978.5","5927.6","5938.80"
"08 Feb 2013","5929.1","5953.7","5883.65","5903.50"
"11 Feb 2013","5920.05","5924.15","5879.1","5897.80"
"12 Feb 2013","5894.35","5927.65","5886.45","5922.50"
"13 Feb 2013","5943.15","5969.5","5922.95","5932.90"
"14 Feb 2013","5933.2","5940.2","5884.55","5896.90"
"15 Feb 2013","5869.95","5899.95","5853.9","5887.40"
"18 Feb 2013","5888.65","5911","5878.45","5898.20"
"19 Feb 2013","5900.2","5947.55","5883.15","5939.70"
"20 Feb 2013","5966.3","5971","5937.55","5943.00"
"21 Feb 2013","5909.65","5921.15","5844.4","5852.20"
"22 Feb 2013","5837.95","5873.8","5835.8","5850.30"
"25 Feb 2013","5870.55","5878.4","5825","5854.70"
"26 Feb 2013","5838.3","5838.85","5748.6","5761.30"
"27 Feb 2013","5784.9","5818.2","5749.7","5796.90"
"28 Feb 2013","5834.35","5849.9","5671.9","5693.00"
"01 Mar 2013","5702.45","5739.45","5679.9","5719.70"
"04 Mar 2013","5704.7","5712","5663.6","5698.50"
"05 Mar 2013","5722.45","5790.1","5722.4","5784.20"
"06 Mar 2013","5816.4","5828.7","5795.05","5818.60"
"07 Mar 2013","5801.3","5878","5801.3","5863.30"
"08 Mar 2013","5883.65","5952.85","5883","5945.70"
"11 Mar 2013","5946.1","5971.2","5930.35","5942.30"
"12 Mar 2013","5944.6","5952","5893.65","5914.10"
"13 Mar 2013","5884.8","5893.85","5842.25","5851.20"
"14 Mar 2013","5845.95","5920.15","5791.75","5908.90"
"15 Mar 2013","5914.9","5945.65","5861","5872.60"
"18 Mar 2013","5816.75","5850.2","5814.35","5835.20"
"19 Mar 2013","5859.5","5863.6","5724.3","5745.90"
"20 Mar 2013","5740.55","5745.3","5682.3","5694.40"
"21 Mar 2013","5705.9","5757.75","5647.95","5658.70"
"22 Mar 2013","5659.8","5691.45","5631.8","5651.30"
"25 Mar 2013","5707.3","5718.4","5624.4","5633.80"
"26 Mar 2013","5613.75","5655.3","5612.05","5641.60"
"28 Mar 2013","5647.75","5692.95","5604.85","5682.50"
"01 Apr 2013","5697.35","5720.95","5675.9","5704.40"
"02 Apr 2013","5701.7","5754.6","5687.15","5748.10"
"03 Apr 2013","5740.2","5744.95","5650.1","5672.90"
"04 Apr 2013","5640.65","5644.45","5565.65","5574.70"
"05 Apr 2013","5568.1","5577.3","5534.7","5553.20"
"08 Apr 2013","5550.5","5569.2","5537.05","5542.90"
"09 Apr 2013","5568.75","5603.05","5487","5495.10"
"10 Apr 2013","5536.25","5569.25","5477.2","5558.70"
"11 Apr 2013","5601.65","5610.65","5542.85","5594.00"
"12 Apr 2013","5520.7","5544.5","5494.9","5528.50"
"15 Apr 2013","5508.5","5592.85","5500.3","5568.40"
"16 Apr 2013","5562.45","5699.25","5555.85","5688.90"
"17 Apr 2013","5708.65","5732.15","5669","5688.70"
"18 Apr 2013","5682.7","5794.35","5681.85","5783.10"
"22 Apr 2013","5789.85","5844.85","5789.8","5834.40"
"23 Apr 2013","5843.1","5844.3","5791.55","5836.90"
"25 Apr 2013","5856.1","5924.6","5853.3","5916.30"
"26 Apr 2013","5899.75","5907.05","5860.5","5871.40"
"29 Apr 2013","5877.6","5918.65","5868.8","5904.10"
"30 Apr 2013","5932.6","5962.3","5867.8","5930.20"
"02 May 2013","5911.4","6019.45","5910.95","5999.30"
"03 May 2013","5993.5","6000.3","5930.15","5944.00"
"06 May 2013","5944.9","5976.5","5928.45","5971.00"
"07 May 2013","5983.45","6050.5","5982.95","6043.50"
"08 May 2013","6064.15","6083.55","6024.95","6069.30"
"09 May 2013","6078.35","6084.7","6040.45","6050.10"
"10 May 2013","6046.25","6105.3","6045.6","6094.70"
"11 May 2013","6088.2","6114.55","6084.15","6107.20"
"13 May 2013","6098.2","6104.95","5972.9","5980.40"
"14 May 2013","5989.7","6026.2","5970.05","5995.40"
"15 May 2013","6018.85","6157.1","6018.85","6146.70"
"16 May 2013","6128.25","6187.3","6128.25","6169.90"
"17 May 2013","6172.95","6199.95","6146.15","6187.30"
"20 May 2013","6198","6229.45","6146.05","6156.90"
"21 May 2013","6152.35","6180.25","6102.35","6114.10"
"22 May 2013","6127.05","6147.6","6074.45","6094.50"
"23 May 2013","6050.4","6081.45","5955.7","5967.00"
"24 May 2013","6010.7","6015.3","5936.8","5983.50"
"27 May 2013","5989.4","6099.9","5975.55","6083.10"
"28 May 2013","6086.35","6127.65","6055.4","6111.20"
"29 May 2013","6120.45","6125.05","6069.8","6104.30"
"30 May 2013","6072.15","6133.75","6072.15","6124.00"
"31 May 2013","6098.7","6106.25","5975.55","5985.90"
"03 Jun 2013","5997.35","6011","5916.35","5939.30"
"04 Jun 2013","5941.1","5981.6","5910.25","5919.40"
"05 Jun 2013","5908.3","5935.2","5883.7","5923.80"
"06 Jun 2013","5895","5956.55","5869.5","5921.40"
"07 Jun 2013","5900.05","5972.7","5871.3","5881.00"
"10 Jun 2013","5907.9","5931.65","5857.4","5878.00"
"11 Jun 2013","5848.75","5868.05","5780.35","5788.80"
"12 Jun 2013","5771.75","5792.9","5738.6","5760.20"
"13 Jun 2013","5709.35","5729.85","5683.1","5699.10"
"14 Jun 2013","5748.95","5819.4","5739.4","5808.40"
"17 Jun 2013","5820.4","5854.9","5770.25","5850.00"
"18 Jun 2013","5841.9","5863.4","5804.3","5813.60"
"19 Jun 2013","5805.75","5828.4","5777.9","5822.20"
"20 Jun 2013","5754.15","5755","5645.65","5655.90"
"21 Jun 2013","5639.9","5686.15","5616.85","5667.60"
"24 Jun 2013","5638.05","5640","5566.25","5590.20"
"25 Jun 2013","5606.95","5666.25","5570.25","5609.10"
"26 Jun 2013","5627.95","5635.25","5579.35","5588.70"
"27 Jun 2013","5647.95","5699.35","5630.95","5682.30"
"28 Jun 2013","5749.5","5852.95","5749.5","5842.20"
"01 Jul 2013","5834.1","5904.35","5822.2","5898.80"
"02 Jul 2013","5885.5","5898.8","5852.3","5857.50"
"03 Jul 2013","5811.95","5815","5760.4","5770.90"
"04 Jul 2013","5794.75","5848.2","5786.05","5836.90"
"05 Jul 2013","5889.95","5900.45","5858.45","5867.90"
"08 Jul 2013","5833.15","5833.85","5775.55","5811.50"
"09 Jul 2013","5834.6","5864.95","5834.6","5859.00"
"10 Jul 2013","5869.9","5879.35","5802.85","5816.70"
"11 Jul 2013","5894.5","5948.85","5887.95","5935.10"
"12 Jul 2013","6000.5","6019","5951.15","6009.00"
"15 Jul 2013","5991.2","6038.2","5980.95","6030.80"
"16 Jul 2013","5930.8","5966.05","5910.95","5955.20"
"17 Jul 2013","5972.25","5989.8","5926.75","5973.30"
"18 Jul 2013","5984.7","6051.1","5974.55","6038.00"
"19 Jul 2013","6057.2","6066.85","6020.25","6029.20"
"22 Jul 2013","6009.75","6064.15","6004.25","6031.80"
"23 Jul 2013","6064.3","6093.35","6061.3","6077.80"
"24 Jul 2013","6032.2","6047.25","5962.6","5990.50"
"25 Jul 2013","5970.4","5990.65","5896.4","5907.50"
"26 Jul 2013","5937.95","5944.5","5869.5","5886.20"
"29 Jul 2013","5869.95","5886","5825.8","5831.60"
"30 Jul 2013","5836.05","5861.3","5747.6","5755.00"
"31 Jul 2013","5738.35","5752.1","5675.75","5742.00"
"01 Aug 2013","5776.9","5808.5","5676.85","5727.80"
"02 Aug 2013","5750.05","5761.85","5649","5677.90"
"05 Aug 2013","5682.4","5721","5661.5","5685.40"
"06 Aug 2013","5664.9","5664.9","5521.8","5542.20"
"07 Aug 2013","5549.3","5561.45","5486.85","5519.10"
"08 Aug 2013","5510.05","5577.6","5510.05","5565.60"
"12 Aug 2013","5606.7","5644.1","5557.1","5612.40"
"13 Aug 2013","5600.25","5704.75","5578.9","5699.30"
"14 Aug 2013","5715.4","5754.55","5690.2","5742.30"
"16 Aug 2013","5705.45","5716.6","5496.05","5507.80"
"19 Aug 2013","5497.55","5499.65","5360.65","5414.70"
"20 Aug 2013","5353.45","5417.8","5306.35","5401.40"
"21 Aug 2013","5494.45","5504.1","5268.45","5302.50"
"22 Aug 2013","5282.8","5418.95","5254.05","5408.40"
"23 Aug 2013","5428.75","5478.8","5377.8","5471.70"
"26 Aug 2013","5499.4","5528.7","5454.45","5476.50"
"27 Aug 2013","5426.5","5427.4","5274.25","5287.40"
"28 Aug 2013","5233.45","5317.7","5118.85","5285.00"
"29 Aug 2013","5316.5","5428.9","5303","5409.00"
"30 Aug 2013","5407.45","5493.3","5360.2","5471.80"
"02 Sep 2013","5480.25","5564.9","5478.85","5550.70"
"03 Sep 2013","5574.7","5580.95","5323.75","5341.40"
"04 Sep 2013","5358.65","5460.25","5318.9","5448.10"
"05 Sep 2013","5553.75","5625.75","5552.7","5592.90"
"06 Sep 2013","5617.45","5688.6","5566.15","5680.40"
"10 Sep 2013","5738.5","5904.85","5738.2","5896.70"
"11 Sep 2013","5887.25","5924.35","5832.7","5913.10"
"12 Sep 2013","5931.15","5932","5815.8","5850.70"
"13 Sep 2013","5828","5884.3","5822.9","5850.60"
"16 Sep 2013","5930.3","5957.25","5798.15","5840.50"
"17 Sep 2013","5824.2","5857.8","5804.9","5850.20"
"18 Sep 2013","5872.75","5916.9","5840.2","5899.40"
"19 Sep 2013","6044.15","6142.5","6040.15","6115.50"
"20 Sep 2013","6104.55","6130.95","5932.85","6012.10"
"23 Sep 2013","5945.8","5989.4","5871.4","5889.70"
"24 Sep 2013","5855","5938.4","5854.55","5892.40"
"25 Sep 2013","5901.55","5910.55","5811.1","5873.80"
"26 Sep 2013","5872.8","5917.65","5864.1","5882.20"
"27 Sep 2013","5905.55","5909.2","5819.3","5833.20"
"30 Sep 2013","5801.05","5810.2","5718.5","5735.30"
"01 Oct 2013","5756.1","5786.45","5700.95","5780.00"
"03 Oct 2013","5819.1","5917.6","5802.7","5909.70"
"04 Oct 2013","5891.3","5950.45","5885","5907.30"
"07 Oct 2013","5889.05","5912","5825.85","5906.10"
"08 Oct 2013","5975","5981.7","5913","5928.40"
"09 Oct 2013","5893.25","6015.5","5877.1","6007.40"
"10 Oct 2013","6001.05","6033.95","5979.8","6020.90"
"11 Oct 2013","6104.85","6107.6","6046.4","6096.20"
"14 Oct 2013","6093","6124.1","6082.9","6112.70"
"15 Oct 2013","6147.55","6156.3","6056.55","6089.00"
"17 Oct 2013","6098.5","6110.75","6032.55","6045.80"
"18 Oct 2013","6070.9","6201.45","6070.9","6189.30"
"21 Oct 2013","6202","6218.95","6163.3","6204.90"
"22 Oct 2013","6192.3","6220.1","6181.8","6202.80"
"23 Oct 2013","6209.55","6217.95","6116.6","6178.30"
"24 Oct 2013","6162.8","6252.45","6142.95","6164.30"
"25 Oct 2013","6154","6174.75","6125.95","6144.90"
"28 Oct 2013","6155.1","6168.75","6094.1","6101.10"
"29 Oct 2013","6107.55","6228.05","6079.2","6220.90"
"30 Oct 2013","6230.8","6269.2","6222.6","6251.70"
"31 Oct 2013","6237.15","6309.05","6235.9","6299.10"
"01 Nov 2013","6289.75","6332.6","6286.95","6307.20"
"03 Nov 2013","6332.05","6342.95","6311.15","6317.30"
"05 Nov 2013","6282.15","6304.75","6244.3","6253.10"
"06 Nov 2013","6260.55","6269.7","6208.7","6215.10"
"07 Nov 2013","6228.9","6288.95","6180.8","6187.20"
"08 Nov 2013","6170.15","6185.15","6120.95","6140.70"
"11 Nov 2013","6110.4","6141.65","6067.75","6078.80"
"12 Nov 2013","6087.25","6108.7","6011.75","6018.00"
"13 Nov 2013","5998.85","6042.25","5972.45","5989.60"
"14 Nov 2013","6037","6101.65","6036.65","6056.10"
"18 Nov 2013","6111.05","6196.8","6110.4","6189.00"
"19 Nov 2013","6197.25","6212.4","6180.2","6203.30"
"20 Nov 2013","6186.85","6204.35","6106.95","6122.90"
"21 Nov 2013","6096.5","6097.35","5985.4","5999.00"
"22 Nov 2013","6027.35","6049.6","5972.8","5995.40"
"25 Nov 2013","6035.95","6123.5","6035.95","6115.30"
"26 Nov 2013","6099.25","6112.7","6047.75","6059.10"
"27 Nov 2013","6062.7","6074","6030.3","6057.10"
"28 Nov 2013","6092","6112.95","6068.3","6091.80"
"29 Nov 2013","6103.9","6182.5","6103.8","6176.10"
"02 Dec 2013","6171.15","6228.7","6171.15","6217.80"
"03 Dec 2013","6204.25","6225.4","6191.4","6201.80"
"04 Dec 2013","6187.95","6209.15","6149.9","6160.90"
"05 Dec 2013","6262.45","6300.55","6232","6241.10"
"06 Dec 2013","6234.4","6275.35","6230.75","6259.90"
"09 Dec 2013","6415","6415.25","6345","6363.90"
"10 Dec 2013","6354.7","6362.25","6307.55","6332.80"
"11 Dec 2013","6307.2","6326.6","6280.25","6307.90"
"12 Dec 2013","6276.75","6286.85","6230.55","6237.00"
"13 Dec 2013","6201.3","6208.6","6161.4","6168.40"
"16 Dec 2013","6168.35","6183.25","6146.05","6154.70"
"17 Dec 2013","6178.2","6190.55","6133","6139.00"
"18 Dec 2013","6129.95","6236","6129.95","6217.10"
"19 Dec 2013","6253.9","6263.75","6150.7","6166.60"
"20 Dec 2013","6179.95","6284.5","6170.35","6274.20"
"23 Dec 2013","6267.2","6317.5","6266.95","6284.50"
"24 Dec 2013","6296.45","6301.5","6262","6268.40"
"26 Dec 2013","6270.1","6302.75","6259.45","6278.90"
"27 Dec 2013","6292.8","6324.9","6289.4","6313.80"
"30 Dec 2013","6336.4","6344.05","6273.15","6291.10"
"31 Dec 2013","6307.35","6317.3","6287.3","6304.00"
"01 Jan 2014","6323.8","6327.2","6298.25","6301.60"
"02 Jan 2014","6301.25","6358.3","6211.3","6221.10"
"03 Jan 2014","6194.55","6221.7","6171.25","6211.10"
"06 Jan 2014","6220.85","6224.7","6170.25","6191.40"
"07 Jan 2014","6203.9","6221.5","6144.75","6162.20"
"08 Jan 2014","6178.05","6192.1","6160.35","6174.60"
"09 Jan 2014","6181.7","6188.05","6148.25","6168.30"
"10 Jan 2014","6178.85","6239.1","6139.6","6171.40"
"13 Jan 2014","6189.55","6288.2","6189.55","6272.70"
"14 Jan 2014","6260.25","6280.35","6234.15","6241.80"
"15 Jan 2014","6265.95","6325.2","6265.3","6320.90"
"16 Jan 2014","6341.35","6346.5","6299.85","6318.90"
"17 Jan 2014","6306.25","6327.1","6246.35","6261.60"
"20 Jan 2014","6261.75","6307.45","6243.35","6303.90"
"21 Jan 2014","6320.15","6330.3","6297.9","6313.80"
"22 Jan 2014","6309.05","6349.95","6287.45","6338.90"
"23 Jan 2014","6325.95","6355.6","6316.4","6345.60"
"24 Jan 2014","6301.65","6331.45","6263.9","6266.70"
"27 Jan 2014","6186.3","6188.55","6130.25","6135.80"
"28 Jan 2014","6131.85","6163.6","6085.95","6126.20"
"29 Jan 2014","6161","6170.45","6109.8","6120.20"
"30 Jan 2014","6067","6082.85","6027.25","6073.70"
"31 Jan 2014","6082.75","6097.85","6067.35","6089.50"
"03 Feb 2014","6058.8","6074.85","5994.45","6001.80"
"04 Feb 2014","5947.6","6017.8","5933.3","6000.90"
"05 Feb 2014","6004.25","6028.05","5962.05","6022.40"
"06 Feb 2014","6028.35","6048.35","5965.4","6036.30"
"07 Feb 2014","6077.65","6079.95","6030.9","6063.20"
"10 Feb 2014","6072.8","6083.05","6046.4","6053.40"
"11 Feb 2014","6072.45","6081.85","6053.25","6062.70"
"12 Feb 2014","6085.35","6106.6","6077.4","6084.00"
"13 Feb 2014","6087.55","6094.4","5991.1","6001.10"
"14 Feb 2014","6023.75","6056.4","5984.6","6048.30"
"17 Feb 2014","6057.1","6080.65","6038.3","6073.30"
"18 Feb 2014","6071.3","6141.7","6066.8","6127.10"
"19 Feb 2014","6132.05","6160.35","6125.75","6152.70"
"20 Feb 2014","6127.15","6129.1","6086.45","6091.40"
"21 Feb 2014","6108.3","6159.65","6108","6155.40"
"24 Feb 2014","6140.95","6191.85","6130.8","6186.10"
"25 Feb 2014","6205.7","6216.85","6176.6","6200.00"
"26 Feb 2014","6202.45","6245.95","6202.1","6238.80"
"28 Feb 2014","6228.45","6282.7","6228.1","6276.90"
"03 Mar 2014","6264.35","6277.75","6212.25","6221.40"
"04 Mar 2014","6216.75","6302.15","6215.7","6297.90"
"05 Mar 2014","6328.45","6336.25","6287.8","6328.60"
"06 Mar 2014","6344.75","6406.6","6339.7","6401.10"
"07 Mar 2014","6413.95","6537.8","6413.55","6526.60"
"10 Mar 2014","6491.7","6562.2","6487.35","6537.20"
"11 Mar 2014","6537.35","6562.85","6494.25","6511.90"
"12 Mar 2014","6497.5","6546.15","6487.3","6516.90"
"13 Mar 2014","6491.75","6561.45","6476.65","6493.10"
"14 Mar 2014","6447.25","6518.45","6432.7","6504.20"
"18 Mar 2014","6532.45","6574.95","6497.65","6516.60"
"19 Mar 2014","6530","6541.2","6506","6524.00"
"20 Mar 2014","6508.35","6523.65","6473.25","6483.10"
"21 Mar 2014","6515.2","6522.9","6485.7","6493.20"
"22 Mar 2014","6497.8","6502.65","6481.35","6494.90"
"24 Mar 2014","6510.5","6591.5","6510.5","6583.50"
"25 Mar 2014","6550.1","6595.55","6544.85","6589.70"
"26 Mar 2014","6615.65","6627.45","6580.6","6601.40"
"27 Mar 2014","6613.1","6673.95","6599.5","6641.70"
"28 Mar 2014","6673.05","6702.6","6643.8","6695.90"
"31 Mar 2014","6723.15","6730.05","6662.4","6704.20"
"01 Apr 2014","6729.5","6732.25","6675.45","6721.00"
"02 Apr 2014","6757.6","6763.5","6723.6","6752.50"
"03 Apr 2014","6772.05","6776.75","6696.9","6736.10"
"04 Apr 2014","6741.85","6741.85","6685.15","6694.30"
"07 Apr 2014","6694.25","6725.15","6650.4","6695.00"
"09 Apr 2014","6722","6808.7","6705.1","6796.20"
"10 Apr 2014","6803.05","6819.05","6777.3","6796.40"
"11 Apr 2014","6758.35","6789.35","6743.15","6776.30"
"15 Apr 2014","6792.7","6813.4","6711.75","6733.10"
"16 Apr 2014","6727.25","6748.65","6665.15","6675.30"
"17 Apr 2014","6695.45","6783.05","6684.4","6779.40"
"21 Apr 2014","6789.25","6825.45","6786.9","6817.60"
"22 Apr 2014","6822.9","6838","6806.25","6815.30"
"23 Apr 2014","6823.25","6861.6","6820.75","6840.80"
"25 Apr 2014","6855.8","6869.85","6772.85","6782.70"
"28 Apr 2014","6778.55","6786.25","6750.3","6761.20"
"29 Apr 2014","6769","6779.7","6708.65","6715.20"
"30 Apr 2014","6724.95","6780.15","6656.8","6696.40"
"02 May 2014","6709.95","6737.65","6689.5","6694.80"
"05 May 2014","6681.65","6741.05","6680.45","6699.30"
"06 May 2014","6719.25","6743.45","6701.9","6715.30"
"07 May 2014","6708.6","6718.75","6642.9","6652.50"
"08 May 2014","6669.9","6688.4","6638.55","6659.80"
"09 May 2014","6654.15","6871.35","6652.15","6858.80"
"12 May 2014","6863.4","7020.05","6862.9","7014.20"
"13 May 2014","7080","7172.35","7067.15","7108.70"
"14 May 2014","7112","7142.25","7080.9","7108.70"
"15 May 2014","7111.3","7152.55","7082.55","7123.10"
"16 May 2014","7270.2","7563.5","7130.65","7203.00"
"19 May 2014","7276.85","7291.1","7193.55","7263.50"
"20 May 2014","7309.95","7353.65","7247.7","7275.50"
"21 May 2014","7274.85","7287.15","7206.7","7252.90"
"22 May 2014","7289.95","7319.55","7258.15","7276.40"
"23 May 2014","7306.5","7381","7293.9","7367.10"
"26 May 2014","7428.75","7504","7269.05","7359.00"
"27 May 2014","7363.1","7372.95","7274.75","7318.00"
"28 May 2014","7324.95","7344.75","7302.6","7329.60"
"29 May 2014","7316.6","7325.4","7224.4","7235.60"
"30 May 2014","7254.85","7272.5","7118.45","7229.90"
"02 Jun 2014","7264.05","7368.6","7239.5","7362.50"
"03 Jun 2014","7375.35","7424.95","7342.15","7415.80"
"04 Jun 2014","7417.55","7433.3","7391.35","7402.20"
"05 Jun 2014","7399.75","7484.7","7360.5","7474.10"
"06 Jun 2014","7521.5","7592.7","7497.65","7583.40"
"09 Jun 2014","7621.65","7673.7","7580.25","7654.60"
"10 Jun 2014","7679.05","7683.2","7579.3","7656.40"
"11 Jun 2014","7672.4","7700.05","7589.05","7626.80"
"12 Jun 2014","7641.3","7658","7593.8","7649.90"
"13 Jun 2014","7668.2","7678.5","7525.35","7542.10"
"16 Jun 2014","7534.8","7548.6","7487.55","7533.50"
"17 Jun 2014","7525.05","7637.6","7509.25","7631.70"
"18 Jun 2014","7636.05","7663","7515.5","7558.20"
"19 Jun 2014","7580.05","7606.45","7502.55","7540.70"
"20 Jun 2014","7543.3","7560.55","7497.3","7511.40"
"23 Jun 2014","7514","7534.8","7441.6","7493.30"
"24 Jun 2014","7515.2","7593.35","7515.2","7580.20"
"25 Jun 2014","7588.55","7589.25","7557.05","7569.20"
"26 Jun 2014","7554.1","7570.2","7481.3","7493.20"
"27 Jun 2014","7514.2","7538.75","7482.3","7508.80"
"30 Jun 2014","7534.05","7623.65","7531.6","7611.30"
"01 Jul 2014","7629","7649.5","7618.15","7634.70"
"02 Jul 2014","7683.05","7732.4","7677.3","7725.10"
"03 Jul 2014","7734.35","7754.65","7706.8","7714.80"
"04 Jul 2014","7718.1","7758","7661.3","7751.60"
"07 Jul 2014","7780.4","7792","7755.1","7787.10"
"08 Jul 2014","7804.05","7808.85","7595.9","7623.20"
"09 Jul 2014","7637.95","7650.1","7551.65","7585.00"
"10 Jul 2014","7589.5","7731.05","7479.05","7567.70"
"11 Jul 2014","7584.1","7625.85","7447.2","7459.60"
"14 Jul 2014","7469","7478.45","7422.15","7454.10"
"15 Jul 2014","7491.3","7534.9","7459.15","7526.60"
"16 Jul 2014","7564.15","7640.1","7532.45","7624.40"
"17 Jul 2014","7612.7","7655.65","7612.7","7640.40"
"18 Jul 2014","7630.25","7685","7595.5","7663.90"
"21 Jul 2014","7701.65","7722.1","7674","7684.20"
"22 Jul 2014","7708.2","7773.85","7704.8","7767.80"
"23 Jul 2014","7794.9","7809.2","7752.9","7795.70"
"24 Jul 2014","7796.25","7835.65","7771.65","7830.60"
"25 Jul 2014","7828.2","7840.95","7748.6","7790.40"
"28 Jul 2014","7792.9","7799.9","7722.65","7748.70"
"30 Jul 2014","7746.2","7798.7","7707.6","7791.40"
"31 Jul 2014","7784.65","7791.85","7711.15","7721.30"
"01 Aug 2014","7662.5","7716.7","7593.9","7602.60"
"04 Aug 2014","7639.55","7694.8","7622.05","7683.60"
"05 Aug 2014","7706.65","7752.45","7638.05","7746.50"
"06 Aug 2014","7726.15","7740.95","7658.95","7672.00"
"07 Aug 2014","7651.15","7708.95","7630.4","7649.20"
"08 Aug 2014","7588.7","7592.45","7540.1","7568.50"
"11 Aug 2014","7619.85","7635.55","7598.6","7625.90"
"12 Aug 2014","7688.8","7735.75","7654.8","7727.00"
"13 Aug 2014","7717.3","7757.1","7695.7","7739.50"
"14 Aug 2014","7756.15","7796.7","7739.1","7791.70"
"18 Aug 2014","7785.25","7880.5","7779.2","7874.20"
"19 Aug 2014","7901","7918.55","7881.15","7897.50"
"20 Aug 2014","7915.8","7922.7","7864.05","7875.30"
"21 Aug 2014","7875.35","7919.65","7855.95","7891.10"
"22 Aug 2014","7904.55","7929.05","7900.05","7913.20"
"25 Aug 2014","7931.75","7968.25","7897.95","7906.30"
"26 Aug 2014","7874.5","7915.45","7862.45","7904.70"
"27 Aug 2014","7933.9","7946.85","7916.55","7936.00"
"28 Aug 2014","7942.25","7967.8","7939.2","7954.30"
"01 Sep 2014","7990.35","8035","7984","8027.70"
"02 Sep 2014","8038.6","8101.95","8036.55","8083.00"
"03 Sep 2014","8110.85","8141.9","8092.25","8114.60"
"04 Sep 2014","8114.2","8114.8","8060.9","8095.90"
"05 Sep 2014","8099.9","8122.7","8049.85","8086.80"
"08 Sep 2014","8132.95","8180.2","8126.15","8173.90"
"09 Sep 2014","8161.9","8174.55","8126.5","8152.90"
"10 Sep 2014","8135.55","8135.75","8082.1","8094.10"
"11 Sep 2014","8115.15","8127.95","8057.3","8085.70"
"12 Sep 2014","8087.05","8114.3","8071.6","8105.50"
"15 Sep 2014","8070.35","8077.3","8030","8042.00"
"16 Sep 2014","8036.6","8044.9","7925.15","7932.90"
"17 Sep 2014","7971.5","7990.65","7936.95","7975.50"
"18 Sep 2014","7950.65","8120.85","7939.7","8114.70"
"19 Sep 2014","8129.4","8160.9","8105.35","8121.40"
"22 Sep 2014","8084.45","8159.9","8064.8","8146.30"
"23 Sep 2014","8144.4","8159.75","8008.1","8017.50"
"24 Sep 2014","8015.55","8042.05","7950.05","8002.40"
"25 Sep 2014","8003.3","8019.3","7877.35","7911.80"
"26 Sep 2014","7885.85","7993.3","7841.8","7968.80"
"29 Sep 2014","7978.45","7991.75","7934.7","7958.90"
"30 Sep 2014","7948.8","8030.9","7923.85","7964.80"
"01 Oct 2014","7960.5","7977.5","7936.7","7945.50"
"07 Oct 2014","7897.4","7943.05","7842.7","7852.40"
